Code;Bezeichnung;Niveau;Misc
62101;Verkauf (ohne Produktspezialis.)-Helfer;Helfer;
62102;Verkauf (ohne Produktspezial.)-Fachkraft;Fachkraefte;
62103;Verkauf (ohne Produktspez.) - Spezialist;Spezialisten;
6211;Kassierer/innen, Kartenverkäufer/innen;;
62112;Kassierer, Kartenverkäufer - Fachkraft;Fachkraefte;
6212;Verkaufsstand-, Marktverkäufer/innen;;
62122;Verkaufsstand-,Marktverkäufer -Fachkraft;Fachkraefte;
6218;Berufe im Verkauf (o. Produktspez.)(ssT);;
62182;Verkauf (o. Produktspez) (ssT)-Fachkraft;Fachkraefte;
62183;Verkauf (o. Produktspez)(ssT)-Spezialist;Spezialisten;
6219;Aufsicht und Führung - Verkauf;;Aufsicht
62193;Aufsicht - Verkauf;;Aufsicht
62194;Führung - Verkauf;;Führung
622;Verkauf Bekleid.,Elektro,KFZ,Hartwaren;;
6221;Berufe im Verkauf (Bekleid.,Leder,Sport);;
62212;Verkauf (Bekleid.,Leder,Sport)-Fachkraft;Fachkraefte;
6222;Berufe im Verkauf (Schmuck, Uhren);;
62222;Verkauf (Schmuck, Uhren) - Fachkraft;Fachkraefte;
6223;Berufe im Verkauf (Büro, Geschenk,Spiel);;
62232;Verkauf (Büro,Geschenk,Spiel)-Fachkraft;Fachkraefte;
6224;Berufe im Verkauf (Elektro,Haushaltsw.);;
62242;Verkauf (Elektro-,Hauswaltsw.)-Fachkraft;Fachkraefte;
6225;Berufe im Verkauf (Möbel, Einrichtung);;
62252;Verkauf (Möbel, Einrichtung)-Fachkraft;Fachkraefte;
6226;Berufe im Verkauf (Garten, Heimwerk.);;
62262;Verkauf (Garten,Heimwerk,Tier)-Fachkraft;Fachkraefte;
6227;Berufe im Verkauf (KFZ, Zweirad,Zubehör);;
62272;Verkauf (KFZ, Zweirad,Zubehör)-Fachkraft;Fachkraefte;
6228;Berufe im Verkauf (ssT);;
62282;Verkauf (ssT) - Fachkraft;Fachkraefte;
623;Verkauf von Lebensmitteln;;
6230;Berufe im Verkauf von Lebensmitteln (oS);;
62301;Verkauf Lebensmittel (o.S.) - Helfer;Helfer;
62302;Verkauf Lebensmittel (o.S.) - Fachkraft;Fachkraefte;
6231;Berufe Verkauf Back-, Konditoreiwaren;;
62312;Verkauf Back-,Konditoreiwaren-Fachkraft;Fachkraefte;
6232;Berufe im Verkauf von Fleischwaren;;
62322;Verkauf von Fleischwaren - Fachkraft;Fachkraefte;
6238;Berufe Verkauf von Lebensmitteln (s.s.T);;
62382;Verkauf Lebensmittel (s.s.T.)-Fachkraft;Fachkraefte;
624;Verkauf drog.apotheken.Waren,Medizinbed.;;
6241;Verkauf drogerie-,apothekenübliche Waren;;
62412;Verkauf drog.apotheken.Waren-Fachkraft;Fachkraefte;
6242;Berufe Verkauf Sanitäts-, Medizinbedarf;;
62422;Verkauf Sanitäts,Medizinbedarf-Fachkraft;Fachkraefte;
625;Buch-Kunst-Antiquitäten-,Musikfachhandel;;
6251;Berufe im Buchhandel;;
62512;Buchhandel - Fachkraft;Fachkraefte;
62513;Buchhandel - Spezialist;Spezialisten;
62514;Buchhandel - Experte;Experten;
6252;Berufe im Kunst- und Antiquitätenhandel;;
62522;Kunst-, Antiquitätenhandel - Fachkraft;Fachkraefte;
6253;Berufe im Musikfachhandel;;
62532;Musikfachhandel - Fachkraft;Fachkraefte;
63;Tourismus-, Hotel- und Gaststättenberufe;;
631;Tourismus und Sport;;
6311;Tourismuskaufleute;;
63112;Tourismuskaufleute - Fachkraft;Fachkraefte;
63113;Tourismuskaufleute - Spezialist;Spezialisten;
63114;Tourismuskaufleute - Experte;Experten;
6312;Sport-, Fitnesskaufleute, Sportmanager;;
63122;Sport-,Fitnesskaufl.Sportmanag-Fachkraft;Fachkraefte;
63123;Sport,Fitnesskaufl.Sportmanag-Spezialist;Spezialisten;
63124;Sport-,Fitnesskaufl.Sportmanag-Experte;Experten;
6313;Animateur/innen, Gästebetreuer/innen;;
63132;Animateure und Gästebetreuer - Fachkraft;Fachkraefte;
6314;Reiseleiter/innen, Fremdenführer/innen;;
63142;Reiseleiter, Fremdenführer - Fachkraft;Fachkraefte;
63143;Reiseleiter, Fremdenführer - Spezialist;Spezialisten;
6319;Führung - Tourismus und Sport;;Führung
63194;Führung - Tourismus und Sport;;Führung
632;Hotellerie;;
6321;Hotelkaufleute;;
63212;Hotelkaufleute - Fachkraft;Fachkraefte;
63213;Hotelkaufleute - Spezialist;Spezialisten;
6322;Berufe im Hotelservice;;
63221;Hotelservice - Helfer;Helfer;
63222;Hotelservice - Fachkraft;Fachkraefte;
6329;Aufsicht und Führung - Hotellerie;;Aufsicht
63293;Aufsicht - Hotellerie;;Aufsicht
63294;Führung - Hotellerie;;Führung
633;Gastronomie;;
6330;Berufe im Gastronomieservice (o.S.);;
63301;Gastronomieservice (o.S.) - Helfer;Helfer;
63302;Gastronomieservice (o.S.) - Fachkraft;Fachkraefte;
63303;Gastronomieservice (o.S.) - Spezialist;Spezialisten;
6331;Berufe in der Systemgastronomie;;
63312;Systemgastronomie - Fachkraft;Fachkraefte;
63313;Systemgastronomie - Spezialist;Spezialisten;
6332;Barkeeper/innen;;
63322;Barkeeper/innen - Fachkraft;Fachkraefte;
6338;Berufe in der Gastronomie (s.s.T.);;
63382;Gastronomie (s.s.T.) - Fachkraft;Fachkraefte;
63383;Gastronomie (s.s.T.) - Spezialist;Spezialisten;
6339;Aufsicht und Führung - Gastronomie;;Aufsicht
63393;Aufsicht - Gastronomie;;Aufsicht
63394;Führung - Gastronomie;;Führung
634;Veranstaltungsservice, -management;;
6340;Berufe im Veranstaltungsservice,-manag.;;
63401;Veranstaltungsservice,-manag. - Helfer;Helfer;
63402;Veranstaltungsservice,-manag. -Fachkraft;Fachkraefte;
63403;Veranstaltungsservice,-manag.-Spezialist;Spezialisten;
63404;Veranstaltungsservice,-manag. - Experte;Experten;
7;Unternehmensorga,Buchhalt,Recht,Verwalt.;;
71;Berufe Unternehmensführung,-organisation;;
711;Geschäftsführung und Vorstand;;
7110;Geschäftsführer/innen und Vorstände;;
71104;Geschäftsführer und Vorstände - Experte;Experten;
712;Angeh. gesetzgeb. Körp., Interessenorg.;;
7121;Angehörige gesetzgebender Körperschaften;;
71214;Angeh. gesetzgeb. Körperschaften-Experte;Experten;
7122;Leit. Bedienstete Interessenorganisation;;
71224;Leit. Bedienstete Interessenorga-Experte;Experten;
7123;Betriebsinterne Wahlämter;;
71234;Betriebsinterne Wahlämter - Experte;Experten;
713;Unternehmensorganisation und -strategie;;
7130;Berufe kaufm.,techn.Betriebswirtsch.(oS);;
71302;Kaufm.,techn.Betriebswirt.(oS)-Fachkraft;Fachkraefte;
71303;Kaufm.,tech.Betriebswirt.(oS)-Spezialist;Spezialisten;
71304;Kaufm.,tech.Betriebswirtsch.(oS)-Experte;Experten;
7131;Berufe Unternehmensorganisation,-planung;;
71314;Unternehmensorganisation,planung-Experte;Experten;
7132;Berufe in der Unternehmensberatung;;
71324;Unternehmensberatung - Experte;Experten;
7133;Berufe in der Wirtschaftsförderung;;
71333;Wirtschaftsförderung - Spezialist;Spezialisten;
7138;Berufe Unternehmensorga.,strategie (ssT);;
71382;Unternehmensorg.,strateg.(ssT)-Fachkraft;Fachkraefte;
71383;Unternehmensorg,strateg.(ssT)-Spezialist;Spezialisten;
71384;Unternehmensorg.,-strategie(ssT)-Experte;Experten;
7139;Aufsicht,Führung-Unternehmensorg,strateg;;Aufsicht
71393;Aufsicht - Unternehmensorg.,-strategie;;Aufsicht
71394;Führung - Unternehmensorg., -strategie;;Führung
714;Büro und Sekretariat;;
7140;Büro- und Sekretariatskräfte (o.S.);;
71401;Büro-, Sekretariatskräfte(o.S.) - Helfer;Helfer;
71402;Büro-,Sekretariatskräfte(o.S.)-Fachkraft;Fachkraefte;
71403;Büro-,Sekretariatskräfte(oS) -Spezialist;Spezialisten;
7141;Fremdsprachensekretäre,-korrespondenten;;
71412;Fremdsprachensekr.,korrespond.-Fachkraft;Fachkraefte;
71413;Fremdsprachensek.,korrespond.-Spezialist;Spezialisten;
7142;Dolmetscher/innen und Übersetzer/innen;;
71423;Dolmetscher, Übersetzer - Spezialist;Spezialisten;
71424;Dolmetscher, Übersetzer - Experte;Experten;
7143;Steno-, Phonotypisten/-typistinnen;;
71432;Steno-, Phonotypisten - Fachkraft;Fachkraefte;
71433;Steno-, Phonotypisten - Spezialist;Spezialisten;
7144;Kodierer,Korrekturleser,verw.Bürokräfte;;
71442;Kodierer, Korrekturleser - Fachkraft;Fachkraefte;
7145;Berufe i.d. Auskunft, Kundeninformation;;
71452;Auskunft, Kundeninformation - Fachkraft;Fachkraefte;
7149;Aufsicht - Büro und Sekretariat;;Aufsicht
71493;Aufsicht - Büro und Sekretariat;;Aufsicht
715;Personalwesen und -dienstleistung;;
7151;Berufe Personalentwickl.,-sachbearbeit.;;
71512;Personalentwick.,sachbearbeit.-Fachkraft;Fachkraefte;
71513;Personalentwick.,sachbearbeit-Spezialist;Spezialisten;
71514;Personalentwickl.,-sachbearbeit.-Experte;Experten;
7152;Berufe in der Personaldienstleistung;;
71522;Personaldienstleistung - Fachkraft;Fachkraefte;
71523;Personaldienstleistung - Spezialist;Spezialisten;
71524;Personaldienstleistung - Experte;Experten;
7159;Führung - Personalwesen, -dienstleistung;;Führung
71594;Führung - Personalwesen, -dienstleistung;;Führung
72;Finanzdienstl.Rechnungsw.,Steuerberatung;;
721;Versicherungs- u. Finanzdienstleistungen;;
7211;Bankkaufleute;;
72112;Bankkaufleute - Fachkraft;Fachkraefte;
72113;Bankkaufleute - Spezialist;Spezialisten;
7212;Anlageberater u. sonst. Finanzdienstl.;;
72122;Anlageberater, Finanzdienstl.-Fachkraft;Fachkraefte;
72123;Anlageberater, Finanzdienstl.-Spezialist;Spezialisten;
72124;Anlageberater, Finanzdienstl.-Experte;Experten;
7213;Versicherungskaufleute;;
72132;Versicherungskaufleute - Fachkraft;Fachkraefte;
72133;Versicherungskaufleute - Spezialist;Spezialisten;
72134;Versicherungskaufleute - Experte;Experten;
7214;Finanzanalysten/innen;;
72144;Finanzanalysten/innen - Experte;Experten;
7218;Berufe Versicherungs,Finanzdienstl.(ssT);;
72182;Versicher-,Finanzdienstl.(ssT)-Fachkraft;Fachkraefte;
72183;Versicher,Finanzdienstl.(ssT)-Spezialist;Spezialisten;
72184;Versicher-,Finanzdienstl.(ssT)-Experte;Experten;
7219;Führung-Versicherung-,Finanzdienstleist.;;Führung
72194;Führung-Versicherung-,Finanzdienstleist.;;Führung
722;Rechnungswesen, Controlling und Revision;;
7221;Berufe in der Buchhaltung;;
72212;Buchhaltung - Fachkraft;Fachkraefte;
72213;Buchhaltung - Spezialist;Spezialisten;
72214;Buchhaltung - Experte;Experten;
7222;Berufe in Kostenrechnung und Kalkulation;;
72223;Kostenrechnung, Kalkulation - Spezialist;Spezialisten;
72224;Kostenrechnung, Kalkulation - Experte;Experten;
7223;Berufe im Controlling;;
72233;Controlling - Spezialist;Spezialisten;
72234;Controlling - Experte;Experten;
7224;Berufe in Wirtschaftsprüfung;;
72243;Wirtschaftsprüfung - Spezialist;Spezialisten;
72244;Wirtschaftsprüfung - Experte;Experten;
7229;Führung-Rechnungsw.,Controlling,Revision;;Führung
72294;Führung-Rechnungsw.,Controlling,Revision;;Führung
723;Steuerberatung;;
7230;Berufe in der Steuerberatung;;
72302;Steuerberatung - Fachkraft;Fachkraefte;
72303;Steuerberatung - Spezialist;Spezialisten;
72304;Steuerberatung - Experte;Experten;
73;Berufe in Recht und Verwaltung;;
731;Rechtsberatung, -sprechung und -ordnung;;
7310;Rechtsberatung, -sprechung,-ordnung(oS);;
73104;Rechtsberatung,-sprechung (oS) - Experte;Experten;
7311;Assistenz Rechtsanwaltskanzlei,Notariat;;
73112;Assistenz Rechtsanwalt.,Notar.-Fachkraft;Fachkraefte;
73113;Assistenz Rechtsanwalt.,Notar-Spezialist;Spezialisten;
7312;Notare/Notarinnen;;
73124;Notare/Notarinnen - Experte;Experten;
7313;Rechtsanwälte/-anwältinnen;;
73134;Rechtsanwälte/-anwältinnen - Experte;Experten;
7314;Staatsanwälte/-anwältinnen;;
73144;Staatsanwälte/-anwältinnen - Experte;Experten;
7315;Richter/innen;;
73154;Richter/innen - Experte;Experten;
7316;Berufe im Verfassungsschutz;;
73162;Verfassungsschutz - Fachkraft;Fachkraefte;
73163;Verfassungsschutz - Spezialist;Spezialisten;
73164;Verfassungsschutz - Experte;Experten;
7318;Rechtsberatung,-sprechung,-ordnung (ssT);;
73183;Rechtsber.,sprech.,ordn.(ssT)-Spezialist;Spezialisten;
73184;Rechtsberat.,sprech.,ordn.(ssT)-Experte;Experten;
7319;Führung-Rechtsberatung,sprechung,ordnung;;Führung
73194;Führung-Rechtsberatung,sprechung,ordnung;;Führung
732;Verwaltung;;
7320;Berufe i.d. öffentlichen Verwaltung (oS);;
73201;Öffentliche Verwaltung (o.S.) - Helfer;Helfer;
73202;Öffentliche Verwaltung(o.S.) - Fachkraft;Fachkraefte;
73203;Öffentliche Verwaltung (o.S.)-Spezialist;Spezialisten;
73204;Öffentliche Verwaltung (o.S.) - Experte;Experten;
7321;Berufe Sozialverwaltung, versicherung;;
73212;Sozialverwaltung,-versicherung-Fachkraft;Fachkraefte;
73213;Sozialverwaltung,versicherung-Spezialist;Spezialisten;
73214;Sozialverwaltung, -versicherung-Experte;Experten;
7322;Verwalt. Berufe Sozial-,Gesundheitswesen;;
73222;Verw. Sozial-,Gesundheitswes. -Fachkraft;Fachkraefte;
73223;Verw. Sozial-,Gesundheitswes.-Spezialist;Spezialisten;
73224;Verw. Sozial-,Gesundheitswes. - Experte;Experten;
7323;Berufe in der Steuerverwaltung;;
73231;Steuerverwaltung - Helfer;Helfer;
73232;Steuerverwaltung - Fachkraft;Fachkraefte;
73233;Steuerverwaltung - Spezialist;Spezialisten;
73234;Steuerverwaltung - Experte;Experten;
7324;Berufe im Zolldienst;;
73241;Zolldienst - Helfer;Helfer;
73242;Zolldienst - Fachkraft;Fachkraefte;
73243;Zolldienst - Spezialist;Spezialisten;
73244;Zolldienst - Experte;Experten;
7325;Berufe in der Justizverwaltung;;
73252;Justizverwaltung - Fachkraft;Fachkraefte;
73253;Justizverwaltung - Spezialist;Spezialisten;
73254;Justizverwaltung - Experte;Experten;
7328;Berufe öffentliche Verwaltung (s.s.T.);;
73282;Öffentliche Verwaltung (ssT) - Fachkraft;Fachkraefte;
73283;Öffentliche Verwaltung (ssT) -Spezialist;Spezialisten;
73284;Öffentliche Verwaltung (ssT) - Experte;Experten;
7329;Aufsicht und Führung - Verwaltung;;Aufsicht
73293;Aufsicht - Verwaltung;;Aufsicht
73294;Führung - Verwaltung;;Führung
733;Medien-Dokumentations-Informationsdienst;;
7331;Berufe im Archivwesen;;
73312;Archivwesen - Fachkraft;Fachkraefte;
73313;Archivwesen - Spezialist;Spezialisten;
73314;Archivwesen - Experte;Experten;
7332;Berufe im Bibliothekswesen;;
73322;Bibliothekswesen - Fachkraft;Fachkraefte;
73323;Bibliothekswesen - Spezialist;Spezialisten;
73324;Bibliothekswesen - Experte;Experten;
7333;Berufe Dokumentations,Informationsdienst;;
73332;Dokument.-,Informationsdienst-Fachkraft;Fachkraefte;
73333;Dokument.-,Informationsdienst-Spezialist;Spezialisten;
73334;Dokumentat.-, Informationsdienst-Experte;Experten;
7334;Berufe i.d. medizinischen Dokumentation;;
73342;Medizinische Dokumentation - Fachkraft;Fachkraefte;
7339;Führung-Medien-Dokument.-,Informationsd.;;Führung
73394;Führung-Medien-Dokument.-,Informationsd.;;Führung
8;Gesundheit, Soziales, Lehre u. Erziehung;;
81;Medizinische Gesundheitsberufe;;
811;Arzt- und Praxishilfe;;
8110;Medizinische Fachangestellte (o.S.);;
81102;Medizin. Fachangestellte (oS)-Fachkraft;Fachkraefte;
81103;Medizin. Fachangestellte (oS)-Spezialist;Spezialisten;
8111;Zahnmedizinische Fachangestellte;;
81112;Zahnmedizin. Fachangestellte - Fachkraft;Fachkraefte;
81113;Zahnmedizin.Fachangestellte - Spezialist;Spezialisten;
8113;Orthoptisten/Orthoptistinnen;;
81132;Orthoptisten/Orthoptistinnen - Fachkraft;Fachkraefte;
8114;Tiermedizinische Fachangestellte;;
81142;Tiermedizin. Fachangestellte - Fachkraft;Fachkraefte;
81143;Tiermedizin.Fachangestellte - Spezialist;Spezialisten;
8118;Medizinische Fachangestellte (s.s.T.);;
81182;Medizin. Fachangestellte (ssT)-Fachkraft;Fachkraefte;
81183;Medizin.Fachangestellte (ssT)-Spezialist;Spezialisten;
812;Medizinisches Laboratorium;;
8121;Medizinisch-techn.Berufe im Laboratorium;;
81212;Med.-techn. Berufe Laborat. - Fachkraft;Fachkraefte;
81213;Med.-techn. Berufe Laborat. - Spezialist;Spezialisten;
81214;Med.-techn. Berufe Laborat. - Experte;Experten;
8122;Medizin-tech. Berufe Funktionsdiagnostik;;
81222;Med.-tech.Berufe Funktionsdiag-Fachkraft;Fachkraefte;
81223;Med-tech.Berufe Funktionsdiag-Spezialist;Spezialisten;
81224;Med.-tech. Berufe Funktionsdiag-Experte;Experten;
8123;Medizinisch-technische Berufe Radiologie;;
81232;Med.-tech.Berufe Radiologie - Fachkraft;Fachkraefte;
81233;Med.-tech. Berufe Radiologie -Spezialist;Spezialisten;
81234;Med.-techn. Berufe Radiologie - Experte;Experten;
8124;Medizin.-techn. Berufe Veterinärmedizin;;
81242;Med.-tech.Berufe Veterinärmed.-Fachkraft;Fachkraefte;
81243;Med.-tech.BerufeVeterinärmed.-Spezialist;Spezialisten;
8129;Führung - Medizinisches Laboratorium;;Führung
81294;Führung - Medizinisches Laboratorium;;Führung
813;Gesundh.,Krankenpfl.,Rettungsd.Geburtsh.;;
8130;Berufe Gesundheits-, Krankenpflege (o.S);;
81301;Gesundheits-, Krankenpflege (oS)-Helfer;Helfer;
81302;Gesundheits-,Krankenpflege(oS)-Fachkraft;Fachkraefte;
8131;Berufe in der Fachkrankenpflege;;
81313;Fachkrankenpflege - Spezialist;Spezialisten;
8132;Berufe in der Fachkinderkrankenpflege;;
81323;Fachkinderkrankenpflege - Spezialist;Spezialisten;
8133;Berufe operations-/med.-techn. Assistenz;;
81332;Operationstechn. Assistenz - Fachkraft;Fachkraefte;
81333;Operationstechn. Assistenz - Spezialist;Spezialisten;
8134;Berufe im Rettungsdienst;;
81341;Rettungsdienst - Helfer;Helfer;
81342;Rettungsdienst - Fachkraft;Fachkraefte;
81343;Rettungsdienst - Spezialist;Spezialisten;
8135;Berufe Geburtshilfe, Entbindungspflege;;
81352;Geburtshilfe,Entbindungspflege-Fachkraft;Fachkraefte;
81353;GeburtshilfeEntbindungspflege-Spezialist;Spezialisten;
8138;Berufe Gesundheits-, Krankenpflege (ssT);;
81382;Gesundheits,Krankenpflege(ssT)-Fachkraft;Fachkraefte;
81383;Gesundheits-,Krankenpfl.(ssT)-Spezialist;Spezialisten;
8139;Aufsicht,Führung-Krankenpfl.,Rettungsd.;;Aufsicht
81393;Aufsicht-Krankenpfl.,Rettungsd.,Geburtsh;;Aufsicht
81394;Führung-Krankenpfl.,Rettungsd.,Geburtsh.;;Führung
814;Human- und Zahnmedizin;;
8140;Ärzte/Ärztinnen (o. S.);;
81404;Ärzte/Ärztinnen (o.S.) - Experte;Experten;
8141;Fachärzte i.d. Kinder- u. Jugendmedizin;;
81414;Fachärzte Kinder-,Jugendmedizin -Experte;Experten;
8142;Fachärzte/innen in der Inneren Medizin;;
81424;Fachärzte Innere Medizin - Experte;Experten;
8143;Fachärzte/innen in der Chirurgie;;
81434;Fachärzte in der Chirurgie - Experte;Experten;
8144;Fachärzte Hautkr.,Sinnes-Geschlechtsorg.;;
81444;Fachärzte Sinnes,Geschlechtsorg.-Experte;Experten;
8145;Fachärzte/-ärztinnen Anästhesiologie;;
81454;Fachärzte Anästhesiologie - Experte;Experten;
8146;Fachärzte Neurol.,Psychiatr.,Psychother.;;
81464;Fachärzte Psychiatr.,Psychother.-Experte;Experten;
8147;Zahnärzte/innen, Kieferorthopäden/innen;;
81474;Zahnärzte, Kieferorthopäden - Experte;Experten;
8148;Ärzte/Ärztinnen (s.s.T.);;
81484;Ärzte/Ärztinnen (s.s.T.) - Experte;Experten;
8149;Führung - Human- und Zahnmedizin;;Führung
81494;Führung - Human- und Zahnmedizin;;Führung
815;Tiermedizin und Tierheilkunde;;
8150;Tierärzte/-ärztinnen (o.S.);;
81504;Tierärzte/-ärztinnen (o.S.) - Experte;Experten;
8151;Tierärzte/-ärztinnen f. Groß-, Nutztiere;;
81514;Tierärzte für Groß-, Nutztiere - Experte;Experten;
8152;Tierärzte/ärztinnen für Haus-, Heimtiere;;
81524;Tierärzte für Haus-, Heimtiere - Experte;Experten;
8153;Tierheilpraktiker/innen;;
81532;Tierheilpraktiker/innen - Fachkraft;Fachkraefte;
8158;Berufe Tiermedizin, Tierheilkunde (ssT);;
81584;Tiermedizin, Tierheilkunde (ssT)-Experte;Experten;
8159;Führung - Tiermedizin und Tierheilkunde;;Führung
81594;Führung - Tiermedizin und Tierheilkunde;;Führung
816;Psychologie, nichtärztl. Psychotherapie;;
8161;Berufe i.d. nicht klinischen Psychologie;;
81614;Nicht klinische Psychologie - Experte;Experten;
8162;Berufe in der klinischen Psychologie;;
81623;Klinische Psychologie - Spezialist;Spezialisten;
81624;Klinische Psychologie - Experte;Experten;
8163;Berufe nicht ärztliche Psychotherapie;;
81634;Nicht ärztliche Psychotherapie - Experte;Experten;
817;Nicht ärztliche Therapie und Heilkunde;;
8171;Berufe in der Physiotherapie;;
81712;Physiotherapie - Fachkraft;Fachkraefte;
81713;Physiotherapie - Spezialist;Spezialisten;
81714;Physiotherapie - Experte;Experten;
8172;Berufe in der Ergotherapie;;
81722;Ergotherapie - Fachkraft;Fachkraefte;
81723;Ergotherapie - Spezialist;Spezialisten;
81724;Ergotherapie - Experte;Experten;
8173;Berufe in der Sprachtherapie;;
81733;Sprachtherapie - Spezialist;Spezialisten;
81734;Sprachtherapie - Experte;Experten;
8174;Berufe in der Musik-, Kunsttherapie;;
81743;Musik- und Kunsttherapie - Spezialist;Spezialisten;
81744;Musik- und Kunsttherapie - Experte;Experten;
8175;Berufe in der Heilkunde und Homöopathie;;
81752;Heilkunde und Homöopathie - Fachkraft;Fachkraefte;
81753;Heilkunde und Homöopathie - Spezialist;Spezialisten;
8176;Berufe i.d. Diät- und Ernährungstherapie;;
81762;Diät-, Ernährungstherapie - Fachkraft;Fachkraefte;
81763;Diät-, Ernährungstherapie - Spezialist;Spezialisten;
81764;Diät-, Ernährungstherapie - Experte;Experten;
8177;Podologen/innen;;
81772;Podologen/innen - Fachkraft;Fachkraefte;
8178;Berufe nichtärztl. Therapie,Heilk.(ssT);;
81782;Nichtärzt.Therapie,Heilk.(ssT)-Fachkraft;Fachkraefte;
81783;Nichtärzt.Therapie,Heilk(ssT)-Spezialist;Spezialisten;
81784;Nichtärztl.Therapie,Heilk.(ssT)-Experte;Experten;
8179;Führung - Nichtärztl. Therapie,Heilkunde;;Führung
81794;Führung - Nichtärztl. Therapie,Heilkunde;;Führung
818;Pharmazie;;
8180;Apotheker, Pharmazeuten;;
81804;Apotheker, Pharmazeuten - Experte;Experten;
8181;Fachärzte/innen in der Pharmakologie;;
81814;Fachärzte in der Pharmakologie - Experte;Experten;
8182;Berufe pharmazeutisch-techn. Assistenz;;
81822;Pharmazeut.-techn. Assistenz - Fachkraft;Fachkraefte;
8188;Berufe in der Pharmazie (s.s.T.);;
81883;Pharmazie (s.s.T.) - Spezialist;Spezialisten;
81884;Pharmazie (s.s.T.) - Experte;Experten;
8189;Führung - Pharmazie;;Führung
81894;Führung - Pharmazie;;Führung
82;Nichtmed.Gesundheit,Körperpfl.,Medizint.;;
821;Altenpflege;;
8210;Berufe in der Altenpflege (o.S.);;
82101;Altenpflege (o.S.) - Helfer;Helfer;
82102;Altenpflege (o.S.) - Fachkraft;Fachkraefte;
82103;Altenpflege (o.S.) - Spezialist;Spezialisten;
8218;Berufe in der Altenpflege (s.s.T.);;
82182;Altenpflege (s.s.T.) - Fachkraft;Fachkraefte;
82183;Altenpflege (s.s.T.) - Spezialist;Spezialisten;
8219;Führung - Altenpflege;;Führung
82194;Führung - Altenpflege;;Führung
822;Ernährungs-,Gesundheitsberatung,Wellness;;
8221;Berufe in der Gesundheitsberatung;;
82212;Gesundheitsberatung - Fachkraft;Fachkraefte;
82213;Gesundheitsberatung - Spezialist;Spezialisten;
82214;Gesundheitsberatung - Experte;Experten;
8222;Wellnessberufe;;
82222;Wellness - Fachkraft;Fachkraefte;
82223;Wellness - Spezialist;Spezialisten;
8223;Berufe in der Ernährungsberatung;;
82232;Ernährungsberatung - Fachkraft;Fachkraefte;
82233;Ernährungsberatung - Spezialist;Spezialisten;
8224;Qualitätsbeauftragte im Gesundheitswesen;;
82243;Qualitätsbeauft.Gesundheitsw.-Spezialist;Spezialisten;
8228;Ernährungs,Gesundheitsber.,Wellness(ssT);;
82283;Ernähr.,Gesundheitsber.(ssT)-Spezialist;Spezialisten;
82284;Ernähr., Gesundheitsberat.(ssT)-Experte;Experten;
823;Körperpflege;;
8231;Berufe im Friseurgewerbe;;
82311;Friseurgewerbe - Helfer;Helfer;
82312;Friseurgewerbe - Fachkraft;Fachkraefte;
8232;Berufe in der Kosmetik;;
82322;Kosmetik - Fachkraft;Fachkraefte;
8233;Tätowierer/innen und Piercer/innen;;
82332;Tätowierer, Piercer - Fachkraft;Fachkraefte;
8234;Berufe in der Maskenbildnerei;;
82342;Maskenbildnerei - Fachkraft;Fachkraefte;
82343;Maskenbildnerei - Spezialist;Spezialisten;
8239;Aufsicht - Körperpflege;;Aufsicht
82393;Aufsicht - Körperpflege;;Aufsicht
824;Bestattungswesen;;
8240;Berufe im Bestattungswesen;;
82401;Bestattungswesen - Helfer;Helfer;
82402;Bestattungswesen - Fachkraft;Fachkraefte;
82403;Bestattungswesen - Spezialist;Spezialisten;
8249;Aufsicht und Führung - Bestattungswesen;;Aufsicht
82493;Aufsicht - Bestattungswesen;;Aufsicht
82494;Führung - Bestattungswesen;;Führung
825;Medizin-, Orthopädie- und Rehatechnik;;
8250;Medizintechnik (o.S.);;
82502;Medizintechnik (o.S.) - Fachkraft;Fachkraefte;
82503;Medizintechnik (o.S.) - Spezialist;Spezialisten;
82504;Medizintechnik (o.S.) - Experte;Experten;
8251;Berufe in der Orthopädie-, Rehatechnik;;
82512;Orthopädie-, Rehatechnik - Fachkraft;Fachkraefte;
82513;Orthopädie-, Rehatechnik - Spezialist;Spezialisten;
82514;Orthopädie-, Rehatechnik - Experte;Experten;
8252;Berufe in der Augenoptik;;
82522;Augenoptik - Fachkraft;Fachkraefte;
82523;Augenoptik - Spezialist;Spezialisten;
82524;Augenoptik - Experte;Experten;
8253;Berufe in der Hörgeräteakustik;;
82532;Hörgeräteakustik - Fachkraft;Fachkraefte;
82533;Hörgeräteakustik - Spezialist;Spezialisten;
82534;Hörgeräteakustik - Experte;Experten;
8254;Berufe in der Zahntechnik;;
82542;Zahntechnik - Fachkraft;Fachkraefte;
8259;Aufsicht,Führung-Med-Orthopäd,Rehatechn.;;Aufsicht
82593;Aufsicht-Medizin-Orthopädie-,Rehatechnik;;Aufsicht
82594;Führung-Medizin-Orthopädie-,Rehatechnik;;Führung
83;Erziehung,soz.,hauswirt.Berufe,Theologie;;
831;Erziehung,Sozialarb.,Heilerziehungspfl.;;
8311;Berufe i.d. Kinderbetreuung, -erziehung;;
83111;Kinderbetreuung, -erziehung - Helfer;Helfer;
83112;Kinderbetreuung, -erziehung - Fachkraft;Fachkraefte;
83113;Kinderbetreuung, -erziehung  -  Spezialist;Spezialisten;
