3_digit_code;Name;Niveau;Männer;Frauen;Berufe
211;Berg-, Tagebau und Sprengtechnik;Fachkraefte;8.220;480;['Schachthauer/in', 'Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)', 'Bühnenmann/-frau (Erdöl-, Erdgasgewinnung)', 'Hauer/in (Gewinnung)', 'Bergbaufacharbeiter/in - Erzbergbau', 'Bergbautechnologe/-technologin - Tiefbautechnik', 'Fachkraft - Staubmessungen (Bergbau)', 'Vorarbeiter/in - Berg- und Tagebau', 'Förderarbeiter/in (Erdöl-, Erdgasförderung)', 'Facharbeiter/in - Bergbautechnologie (Vortrieb und Abbau)', 'Hauer/in in Förderung und Transport', 'Bergbaufacharbeiter/in', 'Strebhauer/in (Versatz)', 'Facharbeiter/in - Bergbautechnologie (Bergbaumaschinist)', 'Bergbautechnologe/-technologin - Tiefbohrtechnik', 'Bergbaukumpel', 'Erdölgewinner/in', 'Hauer/in (Aus- und Vorrichtung)', 'Bergmechaniker/in', 'Facharbeiter/in - Anlagen und Geräte (Fahrbetrieb)', 'Sprengmeistergehilfe/-gehilfin', 'Wettermann (Bergmann)', 'Sprengmeisterhelfer/in', 'Erdgasgewinner/in', 'Bergbaumaschinist/in', 'Elektrohauer/in', 'Facharbeiter/in - Tiefbohrungen (Bergbau)', 'Salzbergmann', 'Grubenschlosser/in', 'Berg- und Maschinenmann/-frau - Vortrieb und Gewinnung', 'Knappe (Erzbergbau)', 'Kumpel (Bergbau)', 'Maschinenhauer (Bergmann)', 'Fördermaschinist/in', 'Fahrhauer/in', 'Knappe (Stein- und Pechkohlenbergbau)', 'Bohrarbeiter/in (Erdöl-, Erdgasgewinnung)', 'Schachtfahrhauer/in', 'Mechaniker/in - Bergbautechnik', 'Anlagenwärter/in (Erdöl-, Erdgasgewinnung)', 'Berg- und Maschinenmann/-frau - Transport und Instandhaltung', 'Absprenger/in (Naturstein)', 'Bergmann', 'Facharbeiter/in - Anlagen und Geräte (Gewinnung)', 'Facharbeiter/in - Bergbautechnologie']
211;Berg-, Tagebau und Sprengtechnik;Helfer;1.360;150;['Helfer/in - Bergbau, Mineralgewinn., -aufbereit., Baustoffe', 'Erdgasgewinnerhelfer/in', 'Erdölgewinnerhelfer/in', 'Bergbauhelfer/in', 'Torfarbeiter/in', 'Helfer/in - Bergbau, Tagebau']
211;Berg-, Tagebau und Sprengtechnik;Spezialisten;4.630;220;['Kampfmittelbeseitiger/in', 'Sprengtechniker/in', 'Obersteiger/in', 'Sprengberechtigte/r', 'Techniker/in - Bohrtechnik (Erkundungsbohrtechnik)', 'Brandsteiger/in', 'Maschinenfahrsteiger/in', 'Elektrosteiger/in', 'Staubschutzsteiger/in', 'Techniker/in - Bergbau/Tagebau', 'Erkundungsbohrtechniker/in', 'Techniker/in - Bohr-/Förder-/Rohrleitungstech.(Rohrleit.)', 'Techniker/in - Maschinentechnik (Bergbau)', 'Brandschutzsteiger/in', 'Sprenger/in (Steinbruch)', 'Betriebsstudienhauer/in (Bergbau)', 'Techniker/in - Bohrtechnik/Fluidbergbau', 'Staubsteiger/in', 'Beamt(er/in) - Bergverwaltung (geh. Dienst)', 'Entschärfer/in (Munition)', 'Maschinensteiger/in', 'Techniker/in - Kohleveredelung', 'Munitionsräumer/in', 'Techniker/in - Spreng- und Sicherheitstechnik', 'Elektrofahrsteiger/in', 'Bohrtechniker/in - Servicebereich', 'Bohrtechniker/in', 'Schießmeister/in (Bergbau)', 'Beamt(er/in) - Bergverwaltung (geh. bergtechn. Dienst)', 'Techniker/in - Bergbautechnik (Tagebautechnik)', 'Techniker/in - Aufbereitungstechnik', 'Steiger/in', 'Schießsteiger/in', 'Techniker/in - Bergbautechnik (Steine/Erden)', 'Bergbauingenieur/in (FS) - Bergbautechnik/Tiefbau', 'Bergbautechniker/in', 'Schichtsteiger/in', 'Bohr-, Förder- und Rohrleitungstechniker/in', 'Techniker/in - Bergbautechnik (Tieflagerungstechnik)', 'Abteilungssteiger/in', 'Maschinen-Reviersteiger/in', 'Sprengstofffachmann/-frau (Bergbau)', 'Lagersteiger/in', 'Steiger/in - Lagerwirtschaft', 'Techniker/in - Bergbautechnik (Verfahrenstechnik)', 'Wettersteiger/in', 'Reviersteiger/in', 'Sicherheitssteiger/in', 'Explosionsschutzsteiger/in', 'Fördertechniker/in', 'Fahrsteiger/in', 'Grubensteiger/in', 'Techniker/in - Bergbautechnik (Tiefbautechnik)', 'Minensucher/in', 'Sprengsteiger/in', 'Techniker/in - Bohrtechnik (Umweltbohrtechnik)', 'Techniker/in (staatl.gepr. ) - Verfahrenstechnik (Bergbau)', 'Bergbauingenieur/in (FS) - Bergbautechnik/Tagebautechnik', 'Techniker/in - Bergbautechnik/B. Prof. Technik', 'Munitionsberger/in', 'Sprengbeauftragte/r', 'Techniker/in - Bohr-/Förder-/Rohrleitungstech. (Fördertech.)', 'Techniker/in - Bohrtechnik/B. Prof. Technik', 'Bergbaumaschinentechniker/in', 'Tiefbohringenieur/in (FS)', 'Steiger/in - Tagebau', 'Sprengbeauftragte/r (Bergbau)', 'Bergtechniker/in', 'Sicherheitstechniker/in (Bergbau)', 'Techniker/in - Bergbau/Tiefbau']
212;Naturstein-,Mineral-,Baustoffherstell.;Fachkraefte;33.860;1.220;['Betonwerker/in - Silikatbeton', 'Steinbrucharbeiter/in', 'Steinputzer/in (Steinbrecher)', 'Aufbereitungsmechaniker/in - Naturstein', 'Baustoffmaschinist/in - Kleinformatige Bauelemente', 'Mischanlagenführer/in (Betonbau)', 'Betonfertigteilbauer/in - Betonfertigteilbau', 'Betonwerker/in - Betonstein- und Terrazzowerker/in', 'Schlosser/in - Anlagen und Geräte', 'Steinsäger/in', 'Marmorfräser/in', 'Grabsteinsetzer/in', 'Steindrechsler/in', 'Aufbereitungsmechaniker/in - Sortierung/Klassierung', 'Mechaniker/in - Naturwerkstein', 'Betonwerker/in (DDR-Beruf)', 'Terrazzohersteller/in', 'Steinmischer/in (Schottermischer/in)', 'Betonstein- und Terrazzohersteller/in - Betonfertigteilbau', 'Mineralbrenner/in', 'Brenner/in (Mineralbrenner/in)', 'Marmorschleifer/in', 'Verfahrensmechaniker/in - Gipsplatten oder Faserzement', 'Betonstein- und Terrazzowerker/in', 'Werksteinfacharbeiter/in - Restauration und Denkmalgestalt.', 'Betonfertigteilbauer/in - Betonstein u. Terrazzo', 'Vorarbeiter/in - Steinbearbeitung', 'Aufbereitungsmechaniker/in - Braunkohle', 'Grabsteinmetz/in', 'Granitschleifer/in', 'Facharbeiter/in - Anlagen und Geräte (Braunkohlebrikett)', 'Betonstein- und Terrazzohersteller/in - Betonstein/Terrazzo', 'Industriesteinmetz/in', 'Betonfertigteilbauer/in', 'Baustoffmaschinist/in - Faserbaustoffe', 'Schotter- u. Brechwerksteuer(er/in)', 'Bindemittelfacharbeiter/in', 'Betonsteinformer/in', 'Grabsteinhauer/in', 'Steinmetz/in und Steinbildhauer/in - Steinmetzarbeiten', 'Verfahrensmechaniker/in - Kalksandsteine oder Porenbeton', 'Vorarbeiter/in (Steinmetz- und Steinbildhauerhandwerk)', 'Schleif- und Poliersteinmetz/in', 'Pflastersteinmacher/in', 'Mühlsteinschleifer/in', 'Marmorpolierer/in', 'Steinspalter/in', 'Siebmaschinenführer/in (Steinkohleaufbereitung)', 'Betonsteinhersteller/in', 'Betonwarenerzeuger/in', 'Steinmetz/in - Steinbildhauer/in', 'Betonpumpenbediener/in', 'Steinbehauer/in', 'Steinpolierer/in', 'Bausteinmetz/in', 'Verfahrensmechaniker/in - Steine-/Erdenind.- Asphalttechnik', 'Aufbereitungsmechaniker/in - Sand und Kies', 'Granulierer/in (Mineralaufbereiter/in)', 'Verfahrensmechaniker/in - Steine-/Erdenind.- Gipspl./Faserz.', 'Betonpumpenmaschinist/in', 'Friedhofsteinmetz/in', 'Marmordrechsler/in', 'Koksausdrückmaschinist/in', 'Zementwerker/in', 'Sandgrubenfachkraft', 'Werksteinfacharbeiter/in - Oberflächenveredelung', 'Natursteinschleifer/in', 'Aufbereitungsmechaniker/in - Feuerfeste/keramische Rohstoffe', 'Grabsteinschleifer/in', 'Steinbohrer/in', 'Facharbeiter/in - Anlagen und Geräte (Rohstoffaufb./Halbf.)', 'Betonwarenmacher/in', 'Steinbruchbohrer/in', 'Formsteinhersteller/in - Steine- und Erdenindustrie', 'Verfahrensmech. Steine-/Erdeni.(vorgefertigte Betonerzeug.)', 'Spalter/in (Steinbruch)', 'Bohrerfahrer/in (Steinbruch)', 'Kiesgewinner/in', 'Werksteinfacharbeiter/in - Trennschleifen', 'Baustoffmaschinist/in - Schwere Zuschlagstoffe', 'Steinfräser/in', 'Natursteinbearbeiter/in', 'Maschinist/in - Brikettierungsanlagen', 'Kunststeinschleifer/in', 'Naturwerksteinmechaniker/in - Schleiftechnik', 'Verfahrensmechaniker/in - Steine-/Erdenind.- Transportbeton', 'Sandsteinhauer/in', 'Aufbereitungsmechaniker/in Gewinnung (Naturstein)', 'Betonmischerführer/in (Bau)', 'Marmorsäger/in', 'Aufbereiter/in - Bergbau', 'Schieferschleifer/in', 'Schieferfacharbeiter/in', 'Steinbrecher/in', 'Marmor- und Natursteinsäger/in', 'Betonmaschinist/in', 'Steinbearbeiter/in', 'Kiesgrubenarbeiter/in', 'Natursteinfräser/in', 'Naturwerksteinmechaniker/in - Steinmetztechnik', 'Tongewinnungsmaschinenführer/in', 'Maschinist/in - Aufbereitungs- und Förderanlagen', 'Betonwerker/in - Betonherstellung und -verarbeitung', 'Schiefersäger/in', 'Marmordreher/in', 'Branntsteinbrenner, -trockner, -glasierer/in', 'Baustoffhersteller/in - Steine- und Erdenindustrie', 'Betonstein- und Terrazzohersteller/in', 'Aufbereitungsmechaniker/in - Steinkohle', 'Steinmetz/in', 'Marmorschneider/in', 'Betonmischmaschinenführer/in', 'Aufbereitungsmechaniker/in Gewinnung (Sand u. Kies)', 'Verfahrensmechaniker/in - Steine-/Erdenind.- Kalks./Porenb.', 'Betonwerker/in - Bewehrungsbau', 'Betonmischanlagenführer/in', 'Gipsbildhauer/in (Steinbearbeiter/in)', 'Brechermaschinist/in', 'Zementbrenner/in', 'Betonwerker/in', 'Ziegler/in', 'Verfahrensmechaniker/in - vorgefertigte Betonerzeugnisse', 'Steinfliesenmacher/in', 'Naturwerksteinmechaniker/in - Maschinenbearbeitungstechnik', 'Verfahrensmechaniker/in - Steine-/Erdenind.- Baustoffe', 'Baustoffmaschinist/in - Beton', 'Facharbeiter/in - Anlagentechnik (Technische Kohle)', 'Steinhobler/in', 'Poliersteinmetz/in', 'Steinschleifer/in', 'Kalkwerker/in', 'Verfahrensmechaniker/in - Steine-/Erdenind.- vorg. Betonerz.', 'Ziegelbrenner/in', 'Aufbereitungsmechaniker/in - Zerkleinerung', 'Kalk- u. Zementwerker/in', 'Aufbereitungsmechaniker/in Gewinnung(feuerf.,keram.Rohstoff)', 'Steinmetz/in (Industrie)', 'Fördergutaufbereiter/in', 'Inschriftensteinmetz/in', 'Maschinenschleifer/in (Steinschleifer/in)', 'Steindreher/in', 'Betonwerker/in - Zementbeton', 'Baustoffmaschinist/in - Bindebaustoffe', 'Schriftenhauer/in', 'Feuerfestarbeiter/in', 'Natursteinsäger/in', 'Branntsteinhersteller/in', 'Verfahrensmechaniker/in - Transportbeton', 'Kerammassenaufbereiter/in', 'Werksteinhersteller/in', 'Branntsteinbrenner/in', 'Mosaiksteinmacher/in', 'Kapselmacher/in (Feuerfestarbeiten)']
212;Naturstein-,Mineral-,Baustoffherstell.;Helfer;9.480;550;['Ziegeleiarbeiter/in', 'Natursteinbearbeitungshelfer/in', 'Produktionshelfer/in - Steinbearbeitung', 'Branntsteinherstellerhelfer/in', 'Formsteinherstellerhelfer/in', 'Baustoffindustriehelfer/in', 'Mineralaufbereitungshelfer/in', 'Helfer/in - Baustoffindustrie', 'Helfer/in - Mineralgewinnung, -aufbereitung', 'Helfer/in - Naturstein- und Mineralaufber., Baustoffherst.', 'Helfer/in - Edelsteinbearbeitung', 'Kokereiarbeiter/in', 'Steinbearbeitungshelfer/in', 'Kalksandsteinhärter/in', 'Helfer/in - Natursteinbearbeitung', 'Helfer/in - Kokerei', 'Steinmetzhelfer/in', 'Edelsteinbearbeiterhelfer/in', 'Steinbrecherhelfer/in']
212;Naturstein-,Mineral-,Baustoffherstell.;Spezialisten;1.710;180;['Baustoffingenieur/in (FS) - Baustoffe', 'Baustofftechniker/in', 'Restaurator/in - Steinm.-u. Steinbildh.hw./M. Prof. Restaur.', 'Ziegeleitechniker/in', 'Steinmetztechniker/in', 'Baustoffingenieur/in (FS) - Bauelemente', 'Steinbautechniker/in', 'Techniker/in - Kohleveredlung (Aufbereitung)', 'Sandsteinrestaurator/in', 'Techniker/in - Steintechnik/B. Prof. Technik', 'Kohleveredlungstechniker/in', 'Techniker/in - Bauelementetechnologie', 'Techniker/in - Baustofftechnologie']
213;Industrielle Glasherstell.,-verarbeitung;Fachkraefte;18.840;5.330;['Glasveredler/in - Randveredler/in/Planschleifer/in', 'Spiegelglasmacher/in', 'Glasfertiger/in', 'Glasätzer/in', 'Facharbeiter/in - Glastechnik(Weiterverarbeitung v.Flachgl.)', 'Optikfacharbeiter/in', 'Ziseleur/in (Glas)', 'Hohlglasfeinschleifer/in', 'Glasschleifer/in - Glasätzer/in', 'Neonglasbläser/in', 'Glaswollemacher/in', 'Glasröhrenmacher/in', 'Glasverzierer/in', 'Kunstverglaser/in', 'Glasbeschauer/in', 'Glasveredler/in - Kanten- und Flächenveredlung', 'Glasfräser/in', 'Brillenoptikschleifer/in', 'Vorarbeiter/in - Glasherstellung', 'Glasmacher/in', 'Glasgraveur/in', 'Brillenglasfräser/in', 'Thermometerjustierer/in (Thermometerschreiber/in)', 'Glasoptiker/in', 'Kunstglaser/in und Glasmaler/in', 'Hohlglasmacher/in', 'Glasveredler/in - Flächenveredlung', 'Verfahrensmechaniker/in - Glastechnik', 'Feinoptiker/in', 'Industrieglasfertiger/in - Weiterverarbeitung u. Veredelung', 'Industrieglasfertiger/in - Meß-,Steuerungs-,Regelungstechnik', 'Härter/in (Brillenoptikindustrie)', 'Glasveredler/in - Glasgraveur/in', 'Thermometerschreiber/in', 'Flachglasmechaniker/in', 'Industrieglasmacher/in', 'Kunstglaser/in', 'Hohlglasveredler/in - Gravur', 'Brillenoptiker/in', 'Glasveredler/in - Glasschleifer/in', 'Glasmacher/in - Beleuchtungsmacher/in', 'Glasmacher/in - Chemisch-technische/r Hohlglasmacher/in', 'Flachglastechnologe/-technologin', 'Glasinstrumentenmacher/in', 'Glaskühlofensteuer(er/in) (Hohlglas)', 'Glasmacher/in - Spezielle Gläser', 'Facharbeiter/in - manuelle Glasverarbeitung', 'Kunstglasmacher/in', 'Glasmacher/in - Kelchglasmacher/in', 'Glaswerker/in', 'Neonleuchtröhrenglasbläser/in', 'Thermometerbläser/in', 'Glassäger/in', 'Glasschneider/in', 'Glasapparatebauer/in', 'Hohlglasschleifer/in', 'Quarzglasbläser/in', 'Glasveredler/in - Schliff und Gravur', 'Thermometermacher/in - Thermometerjustieren', 'Hohl- und Kelchglasmacher/in', 'Industrieglasfertiger/in - Maschinentechnik', 'Verfahrensmechaniker/in - Brillenoptik', 'Glasveredler/in - Schliff', 'Flachglasschleifer/in', 'Maschinenglasschleifer/in', 'Linsenschleifer/in', 'Glasapparatejustierer/in (Wachsschreiber/in)', 'Glasbläser/in - Glasapparatebläser/in', 'Glasfacharbeiter/in - manuelle Glasverarbeitung', 'Kelchglasmacher/in', 'Glasschmelzer/in', 'Hohlglasveredler/in - Kugeln', 'Glasbläser/in - Maschinenglasbläser/in', 'Maschinenglasmacher/in', 'Feinoptiker/in - Präzisionsoptik', 'Glasfacharbeiter/in', 'Glasmaschineneinrichter/in', 'Glasfacharbeiter/in - maschinelle Glasverarbeitung', 'Feinoptiker/in - Planoptik', 'Feinwerkoptiker/in', 'Glasmacher/in - Hohlglasmacher/in', 'Glasbläser/in - Thermometerbläser/in', 'Glasapparatebläser/in', 'Glasmaschinenführer/in', 'Instrumentenoptiker/in', 'Facharbeiter/in - Maschinelle Glasverarbeitung', 'Flachglasveredler/in', 'Glasbearbeiter/in', 'Leuchtröhrenglasbläser/in', 'Maschinenbediener/in - Glasindustrie', 'Feinoptiker/in - Optikvergütung', 'Glasveredler/in - Glasmalerei und Kunstverglasung', 'Flachglasmacher/in', 'Glasbläser/in - Glasgerätejustierer/in', 'Industrieglasfertiger/in', 'Glasinstrumentenjustierer/in', 'Präzisionsoptiker/in', 'Glasveredler/in - Maschinenglasschleifer/in', 'Feinoptiker/in - Rundoptik', 'Glasveredler/in - Gravur', 'Thermometermacher/in - Thermometerblasen', 'Brillenglasschleifer/in', 'Isolierglashersteller/in', 'Glasgemengemacher/in', 'Spezialglasfacharbeiter/in', 'Facharbeiter/in - Glastechnik', 'Glasschleifer/in']
213;Industrielle Glasherstell.,-verarbeitung;Helfer;6.430;2.210;['Glasmacherhelfer/in', 'Glasbearbeitungshelfer/in', 'Keram-, Glasmalerhelfer/in', 'Glasmasseherstellerhelfer/in', 'Hohlglasmacherhelfer/in', 'Helfer/in - Glasherstellung und -verarbeitung', 'Industrieglasmacherhelfer/in', 'Produktionshelfer/in - Glas', 'Maschinenbestücker/in (Glaswarenherstellung)', 'Helfer/in - Glas, Keramik']
213;Industrielle Glasherstell.,-verarbeitung;Spezialisten;1.410;130;['Glasingenieur/in (FS) - Technische Glasverarbeitung', 'Glastechniker/in - Glas- und Fensterbautechnik', 'Techniker/in - Glastechnik (o. Schwerpunkt)/B. Prof. Technik', 'Glashüttentechniker/in', 'Glasapparatebautechniker/in', 'Techniker/in - (Fein-)Optik', 'Techniker/in - Glasbautechnik/B. Prof. Technik', 'Fensterbautechniker/in', 'Techniker/in - Glastechnik (Glashüttent.)/B. Prof. Technik', 'Glastechniker/in - Glasapparatebau', 'Verglasungstechniker/in', 'Glasingenieur/in (FS) - Glashüttentechnik', 'Techniker/in - Glastechnik (Glasapparatebau)', 'Glasbautechniker/in', 'Glasinstrumententechniker/in', 'Techniker/in - Glashüttentechnik', 'Fertigungstechniker/in - Glastechnik', 'Techniker/in - Glasbautechnik', 'Techniker/in - Glastechnik (Optik)/B. Prof. Technik', 'Techniker/in - Glastechnik (Glasfertigung)', 'Glas- und Fensterbautechniker/in']
214;Industrielle Keramikherstell.,-verarbeit;Fachkraefte;3.790;750;['Kerammaschinenbediener/in', 'Gießer/in (Keramik)', 'Facharbeiter/in - Keramtechnik (Feinkeramik)', 'Grobkeramwerker/in', 'Maschinenkeramfacharbeiter/in - Aufbereiter/in/Formgeber/in', 'Zierkeramiker/in - Gefäßformer/in', 'Technokeramformer/in', 'Maschinenkeramfacharbeiter/in', 'Maschinenkeramfacharbeiter/in - Grobkeramik', 'Fliesenmodelleur/in', 'Industriekeramiker/in - Formgebung', 'Baukeramiker/in', 'Modelleur/in (Gipsfiguren)', 'Kerambrenner/in', 'Industriekeramiker/in - Mechanik', 'Maschinenkeramfacharbeiter/in - Baukeramik', 'Keramschleifer/in', 'Gipsmodelleur/in', 'Porzellangestalter/in - Bossierer/in', 'Industriekeramiker/in Modelltechnik', 'Facharbeiter/in - Keramtechnik (Formenherstellung)', 'Figurenmodelleur/in (Keramik)', 'Facharbeiter/in - Anlagentechnik (Technische Keramik)', 'Maschinenkeramfacharbeiter/in - Trockenwart/in', 'Kerammodelleur/in', 'Kachelformer/in', 'Facharbeiter/in - Keramtechnik (Formgebung)', 'Steinzeugformer/in', 'Keramfeinschleifer/in', 'Kerammodelleinrichter/in', 'Keramformer/in - Kerameinrichten', 'Geschirrkeramformer/in', 'Maschinenkeramfacharbeiter/in - Massemacher/in', 'Figurenkeramformer/in', 'Einrichter/in (Keramformer/in)', 'Vorarbeiter/in - Industriekeramik', 'Facharbeiter/in - Keramtechnik (Feuerfestkeramik)', 'Feinkeramiker/in', 'Gipsformengießer/in', 'Formengießer/in (Keramformen)', 'Zierkeramiker/in - Modelleur/in', 'Industriekeramiker/in Verfahrenstechnik', 'Keramformer/in - Figuren', 'Maschinenkeramfacharbeiter/in - Setzer/in/ Ausfahrer/in', 'Facharbeiter/in - Anlagentechnik (Keramik)', 'Maschinenkeramfacharbeiter/in - Feuerfestkeramik', 'Keramikmodelleur/in', 'Ofenbrenner/in (Keramik)', 'Feuerfestfacharbeiter/in', 'Industriekeramiker/in Anlagentechnik', 'Keramformengießer/in', 'Keramformer/in - Keramformen', 'Keramdreher/in', 'Facharbeiter/in - Keramtechnik', 'Kerammassemacher/in', 'Porzellangestalter/in - Modelleur/in', 'Porzellanformer/in', 'Keramikfacharbeiter/in', 'Kachel- und Baukeramikformer/in', 'Facharbeiter/in - Keramtechnik (Glasieren/Brennen)', 'Fliesenmacher/in', 'Keramformer/in - Keramformengießen', 'Keramfacharbeiter/in', 'Kunstformer/in - Gips', 'Zierkeramiker/in - Figurenformer/in', 'Keramformer/in', 'Keramikschmelzer/in', 'Maschinenkeramfacharbeiter/in - Brenner/in', 'Schmelzer/in (Kerambrenner/in)', 'Technokeramfeinschleifer/in', 'Keramformer/in - Gefäße', 'Formeneinrichter/in (Keramik)', 'Zierkeramiker/in - Formengießer/in/Einrichter/in', 'Maschinenkeramfacharbeiter/in - Steinzeugsortierer/in', 'Glasierer/in (Keramiker/in)', 'Kerampresser/in', 'Keramgießer/in', 'Porzellangestalter/in - Scheibenmodelleur/in', 'Facharbeiter/in - Keramtechnik (Baukeramik)', 'Facharbeiter/in - Sintererzeugnisse']
214;Industrielle Keramikherstell.,-verarbeit;Helfer;5.330;2.080;['Keramikarbeiter/in', 'Produktionshelfer/in - Keramik', 'Helfer/in - Keramik', 'Keramikhelfer/in', 'Ofenarbeiter/in (Keramik)', 'Produktionshelfer/in - Porzellanindustrie', 'Zahnformer/in']
214;Industrielle Keramikherstell.,-verarbeit;Spezialisten;420;50;['Keramtechniker/in', 'Techniker/in - Keramiktechnik (Feinkeramik)', 'Industriekeramiktechniker/in', 'Keramotechniker/in', 'Keramikingenieur/in (FS)', 'Techniker/in - Industriekeramik', 'Geschirrkeramiktechniker/in', 'Keramiktechniker/in', 'Techniker/in - Keramik', 'Techniker/in - Keramiktechnik (Grobkeramik)', 'Techniker/in - Keramiktechnik/B. Prof. Technik']
221;Kunststoff,Kautschukherstell.,verarbeit;Experten;1.260;250;['Klebfachingenieur/in', 'Dipl.-Ing. (Uni) - Polymerwerkstofftechnik', 'Kunststoffingenieur/in', 'Dipl.-Ing. - Kunststofftechnik', 'Ingenieur/in - Kunststofftechnik', 'Ingenieur/in - Technologie polymerer Folien und Kunstleder', 'Zulassungsingenieur/in - Kunststoff', 'Dipl.-Ing. (FH) - Maschinenbau (Kunststofftechnik)', 'Dipl.-Ing. (Uni) - Plast- und Elasttechnik', 'Dipl.-Ing. (Uni) - Werkstoffwissenschaften, Vertief./Kunstst']
